DATE,output_gap,core_cpi,fed_funds_rate
1984-07-01,-1.87688399137039,5.02354815633333,11.39
1984-10-01,-1.95099829810977,5.04192794166667,9.26666666666667
1985-01-01,-1.87648656492425,4.853494656,8.47666666666667
1985-04-01,-1.88267466321732,4.94926585066667,7.92333333333333
1985-07-01,-1.25056464464826,4.893644946,7.9
1985-10-01,-1.36875054651411,5.02422599333333,8.10333333333333
1986-01-01,-1.28627159865532,5.217254323,7.82666666666667
1986-04-01,-1.66567002942245,5.15122660666667,6.92
1986-07-01,-1.54062547330455,4.92550848233333,6.20666666666667
1986-10-01,-1.81809116518049,4.71136540666667,6.26666666666667
1987-01-01,-1.88096873248047,4.39550733466667,6.22
1987-04-01,-1.60931312146061,4.316796435,6.65
1987-07-01,-1.5339189835828,4.24614138766667,6.84333333333333
1987-10-01,-0.62538884939329,4.32010495866667,6.91666666666667
1988-01-01,-0.881823636705968,4.40737768466667,6.66333333333333
1988-04-01,-0.350326083507112,4.50637472633333,7.15666666666667
1988-07-01,-0.527949007358342,4.70961144633333,7.98333333333333
1988-10-01,0.03813119990338,4.72229363866667,8.47
1989-01-01,0.303204940923936,4.76985429333333,9.44333333333333
1989-04-01,0.326698414309298,4.71077098566667,9.72666666666667
1989-07-01,0.338080252212436,4.81840382966667,9.08333333333333
1989-10-01,-0.184094158155904,4.82378461166667,8.61333333333333
1990-01-01,0.198271719206468,5.02160540166667,8.25
1990-04-01,-0.132352341335227,5.28878150266667,8.24333333333333
1990-07-01,-0.73673587058573,5.779878597,8.16
1990-10-01,-2.28365818563812,5.731139863,7.74333333333333
1991-01-01,-3.36375646042349,5.73963244666667,6.42666666666667
1991-04-01,-3.22168545981695,5.17027897133333,5.86333333333333
1991-07-01,-3.33590402627845,4.53841279066667,5.64333333333333
1991-10-01,-3.60038227715095,4.34906428633333,4.81666666666667
1992-01-01,-3.05370049178378,3.979536828,4.02333333333333
1992-04-01,-2.61865442014904,3.963748338,3.77
1992-07-01,-2.28754827088982,3.59775335433333,3.25666666666667
1992-10-01,-1.90844675144133,3.600627378,3.03666666666667
1993-01-01,-2.38757592799754,3.49372768933333,3.04
1993-04-01,-2.47308240815232,3.519012285,3
1993-07-01,-2.66553229860525,3.53860802766667,3.06
1993-10-01,-2.00752649190096,3.47875655833333,2.99
1994-01-01,-1.72524717759254,3.46262016966667,3.21333333333333
1994-04-01,-1.06633060045326,3.26990293,3.94
1994-07-01,-1.16489815464655,3.27725268033333,4.48666666666667
1994-10-01,-0.713491080210031,3.078830897,5.16666666666667
1995-01-01,-1.0374426738315,3.16128783633333,5.81
1995-04-01,-1.41794498675899,3.345822733,6.02
1995-07-01,-1.25376414159479,3.34195496733333,5.79666666666667
1995-10-01,-1.26762176765226,3.423972632,5.72
1996-01-01,-1.21884075701404,3.24119149933333,5.36333333333333
1996-04-01,-0.305974829790868,3.050979563,5.24333333333333
1996-07-01,-0.19350822328051,3.09202919,5.30666666666667
1996-10-01,0.015040704509044,3.005859267,5.28
1997-01-01,-0.207254381403635,2.86959772266667,5.27666666666667
1997-04-01,0.54140677863716,2.88320942666667,5.52333333333333
1997-07-01,0.84890985524364,2.663955071,5.53333333333333
1997-10-01,0.740745751527987,2.611785957,5.50666666666667
1998-01-01,0.753957453402936,2.690487206,5.52
1998-04-01,0.671584644954845,2.627480987,5.5
1998-07-01,0.907080142468442,2.62016463566667,5.53333333333333
1998-10-01,1.49825860270569,2.50732978966667,4.86
1999-01-01,1.40757480596351,2.32035076666667,4.73333333333333
1999-04-01,1.2059811822373,2.1598809,4.74666666666667
1999-07-01,1.49093914934044,2.10505296666667,5.09333333333333
1999-10-01,2.0907329598726,2.13604306666667,5.30666666666667
2000-01-01,1.40366434830703,2.41474826666667,5.67666666666667
2000-04-01,2.21332785327486,2.57123876666667,6.27333333333333
2000-07-01,1.33622018608941,2.8393939,6.52
2000-10-01,1.01381494597032,2.9321634,6.47333333333333
2001-01-01,-0.176514190006714,2.95005363333333,5.59333333333333
2001-04-01,-0.36707343109081,3.1323022,4.32666666666667
2001-07-01,-1.51914010665274,3.29385776666667,3.49666666666667
2001-10-01,-1.95354646708477,3.56038916666667,2.13333333333333
2002-01-01,-1.81143652581517,3.52912216666667,1.73333333333333
2002-04-01,-1.85100700729021,3.39732956666667,1.75
2002-07-01,-2.08171333492998,3.15612013333333,1.74
2002-10-01,-2.56472180866248,2.86125436666667,1.44333333333333
2003-01-01,-2.66607766988254,2.70666656666667,1.25
2003-04-01,-2.4049464628414,2.3597466,1.24666666666667
2003-07-01,-1.38922721751736,2.1956631,1.01666666666667
2003-10-01,-0.869268170333068,2.05797313333333,0.996666666666667
2004-01-01,-0.928038684413967,2.04864023333333,1.00333333333333
2004-04-01,-0.789297985130644,2.2917045,1.01
2004-07-01,-0.501182802697194,2.25392753333333,1.43333333333333
2004-10-01,-0.136371386557092,2.28410613333333,1.95
2005-01-01,0.332489649415804,2.2827626,2.47
2005-04-01,0.200815070683701,2.26567756666667,2.94333333333333
2005-07-01,0.379377318008109,2.29985383333333,3.46
2005-10-01,0.356940212269858,2.40866723333333,3.98
2006-01-01,1.13060217942788,2.51049783333333,4.45666666666667
2006-04-01,0.814758486588907,2.8330273,4.90666666666667
2006-07-01,0.429248748920746,3.17704173333333,5.24666666666667
2006-10-01,0.76209071904719,3.1878481,5.24666666666667
2007-01-01,0.548015439735482,3.13876453333333,5.25666666666667
2007-04-01,0.678655707861718,2.7935353,5.25
2007-07-01,0.771103248713785,2.49568786666667,5.07333333333333
2007-10-01,0.876392638175838,2.6241427,4.49666666666667
2008-01-01,-0.031770237594346,2.68412403333333,3.17666666666667
2008-04-01,0.062268994492435,2.81884946666667,2.08666666666667
2008-07-01,-0.914045501910469,3.05847953333333,1.94
2008-10-01,-3.48607182766317,2.78202926666667,0.506666666666667
2009-01-01,-4.97909440638971,2.52177496666667,0.183333333333333
2009-04-01,-5.47937745680808,2.2516231,0.18
2009-07-01,-5.45578605545283,1.76965196666667,0.156666666666667
2009-10-01,-4.75571526487261,1.40578336666667,0.12
2010-01-01,-4.59052187476465,1.05456261,0.133333333333333
2010-04-01,-3.98732296574785,0.820244103333333,0.193333333333333
2010-07-01,-3.58154315382724,0.704278476666667,0.186666666666667
2010-10-01,-3.42904079459917,0.779456523333333,0.186666666666667
2011-01-01,-4.02029873260861,1.09000671,0.156666666666667
2011-04-01,-3.74245507289448,1.25866603333333,0.093333333333333
2011-07-01,-4.16317009943924,1.60247236666667,0.083333333333333
2011-10-01,-3.48324168581535,1.90997713333333,0.073333333333333
2012-01-01,-3.09882381387287,2.08629246666667,0.103333333333333
2012-04-01,-3.07261055540132,2.20807463333333,0.153333333333333
2012-07-01,-3.3250444364821,2.21781826666667,0.143333333333333
2012-10-01,-3.64504048451998,2.1709293,0.16
2013-01-01,-3.24310235721438,2.10473886666667,0.143333333333333
2013-04-01,-3.54528088067743,1.90661593333333,0.116666666666667
2013-07-01,-3.2215718476605,1.8908401,0.083333333333333
2013-10-01,-2.97833666514624,1.87767086666667,0.086666666666667
2014-01-01,-3.76282387082635,1.81061916666667,0.073333333333333
2014-04-01,-2.97716638338436,2.0989122,0.093333333333333
2014-07-01,-2.30675296601838,2.00578686666667,0.09
2014-10-01,-2.32922762090521,1.99383676666667,0.1
2015-01-01,-1.99692844628986,1.988929,0.11
2015-04-01,-1.88944382221384,2.08158103333333,0.123333333333333
2015-07-01,-2.02738024740281,2.20037283333333,0.136666666666667
2015-10-01,-2.32951661189568,2.3983863,0.16
2016-01-01,-2.19415453185815,2.5142698,0.36
2016-04-01,-2.33092846992938,2.5593518,0.373333333333333
2016-07-01,-2.17003975373681,2.64358693333333,0.396666666666667
2016-10-01,-2.10661426749559,2.54342123333333,0.45
2017-01-01,-2.06795886790916,2.59645533333333,0.7
2017-04-01,-1.94055373455357,2.18220366666667,0.95
2017-07-01,-1.66695127498506,2.11443266666667,1.15333333333333
2017-10-01,-1.18486795395389,2.14444066666667,1.20333333333333
2018-01-01,-0.883202824844234,2.21879133333333,1.44666666666667
2018-04-01,-0.520770694305794,2.53192233333333,1.73666666666667
2018-07-01,-0.513951859226399,2.47911433333333,1.92333333333333
2018-10-01,-0.763790348785381,2.447143,2.22
2019-01-01,-0.641366970648819,2.38208033333333,2.40333333333333
2019-04-01,-0.327402721846644,2.414102,2.39666666666667
2019-07-01,-0.118974887608794,2.57262866666667,2.19
2019-10-01,-0.121135812952424,2.739722,1.64333333333333
2020-01-01,-1.87600721471917,2.74744066666667,1.26
2020-04-01,-11.0386186554027,2.127897,0.06
2020-07-01,-4.70519176720176,2.24536066666667,0.093333333333333
2020-10-01,-4.04663982289405,1.77648933333333,0.09
2021-01-01,-2.99745628417943,1.57332966666667,0.08
2021-04-01,-1.84807269450803,2.504185,0.07
2021-07-01,-1.73500541295335,2.44280166666667,0.09
2021-10-01,-0.542324130059369,3.23834,0.08
2022-01-01,-1.38728196566436,4.27755331966667,0.12
